id,genre
515, 'Indie'
516,'Adventure'
516, 'Arcade'
516, 'Indie'
516, 'RPG'
516, 'Shooter'
517,'Adventure'
518,'Adventure'
518, 'Puzzle'
519,'Racing'
520,'Adventure'
520, 'Brawler'
520, 'Indie'
520, 'RPG'
521,'Adventure'
521, 'Indie'
521, 'Platform'
521, 'RPG'
522,'Card & Board Game'
523,'Adventure'
524,'Racing'
525,'RPG'
525, 'Turn Based Strategy'
526,'Adventure'
526, 'Indie'
526, 'Point-and-Click'
526, 'Puzzle'
527,'Adventure'
527, 'Puzzle'
528,'Adventure'
528, 'RPG'
529,'Adventure'
529, 'Indie'
529, 'RPG'
529, 'Strategy'
529, 'Turn Based Strategy'
530,'Adventure'
530, 'Shooter'
531,'Adventure'
531, 'Music'
531, 'Shooter'
532,'Adventure'
532, 'RPG'
532, 'Turn Based Strategy'
533,'Adventure'
533, 'Indie'
534,'Adventure'
534, 'Shooter'
534, 'Tactical'
535,'Adventure'
535, 'Indie'
535, 'Platform'
535, 'Puzzle'
535, 'RPG'
536,'Fighting'
536, 'Platform'
537,'Platform'
538,'Fighting'
539,'Adventure'
539, 'Visual Novel'
540,'Adventure'
540, 'Brawler'
540, 'Platform'
540, 'RPG'
540, 'Shooter'
541,'Adventure'
541, 'Indie'
541, 'Puzzle'
541, 'Shooter'
542,'Adventure'
543,'RPG'
543, 'Simulator'
543, 'Visual Novel'
544,'Puzzle'
544, 'Quiz/Trivia'
545,'RPG'
545, 'Simulator'
546,'Adventure'
546, 'Shooter'
546, 'Tactical'
547,'Adventure'
547, 'Platform'
547, 'Strategy'
548,'Adventure'
548, 'Indie'
548, 'Point-and-Click'
548, 'Puzzle'
548, 'RPG'
549,'Indie'
549, 'Puzzle'
549, 'Strategy'
550,'Adventure'
550, 'RPG'
551,'Fighting'
551, 'Platform'
552,'Adventure'
552, 'Platform'
553,'Shooter'
554,'Adventure'
554, 'Brawler'
554, 'RPG'
555,'Adventure'
555, 'Platform'
556,'Adventure'
556, 'Puzzle'
556, 'Simulator'
556, 'Visual Novel'
557,'Adventure'
557, 'Platform'
557, 'Shooter'
558,'Adventure'
558, 'RPG'
559,'Adventure'
559, 'Brawler'
560,'Adventure'
560, 'Platform'
561,'Adventure'
561, 'Puzzle'
562,'Adventure'
562, 'Puzzle'
563,'Adventure'
563, 'Platform'
563, 'Shooter'
564,'Adventure'
564, 'RPG'
565,'Adventure'
565, 'Platform'
566,'Adventure'
567,'Adventure'
567, 'RPG'
567, 'Turn Based Strategy'
568,'Adventure'
568, 'Indie'
568, 'Point-and-Click'
568, 'RPG'
568, 'Simulator'
568, 'Visual Novel'
569,'RPG'
569, 'Shooter'
570,'Adventure'
570, 'Indie'
570, 'Platform'
571,'Platform'
572,'Shooter'
573,'Adventure'
573, 'RPG'
574,'Adventure'
574, 'Shooter'
575,'Adventure'
575, 'Shooter'
576,'Adventure'
576, 'Simulator'
577,'Shooter'
578,'Adventure'
578, 'Shooter'
579,'Adventure'
579, 'RPG'
579, 'Shooter'
579, 'Simulator'
579, 'Strategy'
580,'Adventure'
580, 'Point-and-Click'
580, 'Puzzle'
581,'Adventure'
581, 'RPG'
582,'Shooter'
583,'Adventure'
583, 'RPG'
584,'Adventure'
584, 'Indie'
584, 'Shooter'
585,'Adventure'
585, 'RPG'
586,'Adventure'
586, 'Indie'
586, 'Shooter'
586, 'Sport'
587,'RPG'
588,'Adventure'
588, 'RPG'
588, 'Strategy'
588, 'Turn Based Strategy'
589,'Card & Board Game'
589, 'Simulator'
589, 'Strategy'
590,'Adventure'
590, 'Fighting'
591,'Arcade'
592,'RPG'
592, 'Strategy'
593,'Fighting'
594,'RPG'
595,'Adventure'
595, 'Brawler'
595, 'RPG'
596,'Adventure'
596, 'Indie'
596, 'Platform'
597,'Adventure'
597, 'RPG'
598,'Adventure'
598, 'Platform'
599,'Arcade'
599, 'Fighting'
600,'Adventure'
